Ticket created - Month,Customer,Product Name,Application,Incident Type,Ticket Type,Ticket Category,Incident Description,Incident Severity,Resolution Steps,Resolved by
December,Wheeltek,UP,Web Application,Product,Training,Training on the Application ,User wants the production link to login,Severity 4,"1. User wants the production link to login
2. Dhivya checked in SSP and shared the production link 
3. Confirmation was given to the user",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,User facing issues in the upload of the ID proof in the application,Severity 3,"1. User facing issues in the upload of the ID proof in the application
2. Divya checked in SSP and asked the user for more details.
3. since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,User application is not proceeding,Severity 3,"1. User application is not proceeding
2. Divya checked in SSP and asked the user for more details.
3. since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,User can't upload ID,Severity 3,"1. User can't upload valid ID
2. Divya checked and asked user for more details
3. Since there is no response from the user for more than 48 hours, this ticket can be closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,User facing issue in the customer address in the application,Severity 3,"1. User facing issue in the customer address in the application
2. Divya checked in SSP and asked the user for more details.
3. since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,UP,Web Application,Product,Incident,Issue on application submit,User facing issue in the customer income and address field,Severity 3,"1. User facing issue in the customer income and address field 
2. Divya checked in SSP and asked the user for more details.
3. since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,LOS,Web Application,Product,Training,Training on the Application ,User wants to know the application rejection reason,Severity 4,"1. User wants to know the application rejection reason 
2. Dhivya checked in SSP and informed the user to connect with admin manager
3. Confirmation was given to the user",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,User facing issue in the application,Severity 3,"1. User facing issue in the application
2. Divya checked in SSP and asked the user for more details.
3. since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,User doesn't have the approver name in the application,Severity 3,"1. User doesn't have the approver name in the application
2. Divya checked in SSP and asked the user for more details.
3. since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,UP,Web Application,Product,Incident,Issue on application submit,User unable to change the applicant's picture in the application,Severity 3,"1. User unable to change the applicant's picture in the application
2. Divya checked in SSP and asked the user for more details.
3. since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,User facing issue in the application,Severity 3,"1. User facing issue in the application
2. Divya checked in SSP and asked the user for more details.
3. since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,User having issues on the application,Severity 3,"1. User having issues on the application
2. Divya checked in SSP and asked the user for more details.
3. since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on Dashboard,User facing issue with the CI allocated to the application,Severity 3,"1. User facing issue with the CI allocated to the application
2. Divya checked in SSP and asked the user for more details.
3. since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,Denali,Mobile,Product,Training,Training on the Application ,User facing an issue,Severity 4,"1. User facing an issue
2. Divya checked in SSP and asked the user for more details.
3. since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,UP,Web Application,Product,Incident,Issue on application submit,Customer details in the application changes,Severity 3,"1. Customer details in the application changes
2. Divya checked in SSP and asked the user for more details.
3. since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,UP,Web Application,Product,Incident,Issue on application submit,User having issue in submitting the application,Severity 3,"1. User having issue in submitting the application
2. Divya checked in SSP and asked the user for more details.
3. since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,UP,Web Application,Product,Incident,Issue on application submit,User has issue in the application of the customer,Severity 3,"1. User has issue in the application of the customer 
2. Divya checked in SSP and asked the user for more details.
3. since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,Denali,Web Application,Product,Incident,Issue on user login,User facing login issues,Severity 3,"1. User has issues
2. Dhivya checked in SSP and asked the user for more details
3. Since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,UP,Web Application,Product,Training,Training on the Application ,User want the production link to login,Severity 4,"1. User want the production link to login
2. Dhivya checked in SSP and shared the production link to the user
3. Confirmation was given to the user",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,User unable to upload images in the investigation part,Severity 3,"1.User unable to upload images in the investigation part
2. Dhivya checked in SSP and asked for more details from user
3. Since there is no response from the user for more than 48 hours, this ticket can be closed",L1
December,Wheeltek,UP,Web Application,Product,Training,Training on the Application ,User having issue,Severity 3,"1. User has issues
2. Dhivya checked in SSP and asked the user for more details
3. Since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on Dashboard,User facing issues,Severity 3,"1. User has issues
2. Dhivya checked in SSP and asked the user for more details
3. Since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on Dashboard,User facing issues,Severity 3,"1. User has issues
2. Dhivya checked in SSP and asked the user for more details
3. Since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,User facing issues,Severity 3,"1. User has issues
2. Dhivya checked in SSP and asked the user for more details
3. Since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,UP,Web Application,Product,Incident,Issue on Dashboard,User has issues,Severity 3,"1. user facing issues
2. Dhivya checked in SSP and asked for more details
3. Since there is no response for more than 48 hours, this ticket can be closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on Dashboard,User facing issues,Severity 3,"1. User facing issues
2. Dhivya checked in SSP and asked for more details
3. Since no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on Dashboard,User facing issues,Severity 4,"1. User facing issues
2. Dhivya checked in SSP and asked for more details
3. Since no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on Dashboard,User facing issues,Severity 3,"1. User facing issues
2. Dhivya checked in SSP and asked for more details
3. Since no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,Fintech - AIDC,Mobile,Product,Incident,Issue on payment recording,User facing issues,Severity 3,"1. User facing issues
2. Dhivya checked in SSP and asked for more details
3. Since no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,User facing issues,Severity 3,"1. User facing issues
2. Dhivya checked in SSP and asked for more details
3. Since no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,LOS,Web Application,Product,Training,Training on the Application ,User facing issues,Severity 4,"1. User facing issues
2. Dhivya checked in SSP and asked for more details
3. Since no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,UP,Web Application,Product,Incident,Issue on application submit,User having issue in submitting application,Severity 3,"1. User has issues
2. Dhivya checked in SSP and asked the user for more details
3. Since there is no response from the user for more than 48 hours, these tickets are being closed",L1
December,Wheeltek,UP,Web Application,Product,Request,Request on User modification,User facing issues,Severity 4,"1. User facing issues
2. Dhivya checked in SSP and asked for more details
3. Since no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,Post submitting the application birthday got changed,Severity 3,"1. User has issues
2. Dhivya checked in SSP and asked the user for more details
3. Since there is no response from the user for more than 48 hours, these tickets are being closed",L1
December,Wheeltek,UP,Web Application,Product,Incident,Issue on user login,User reported login issue,Severity 3,"1. User has issues
2. Dhivya checked in SSP and asked the user for more details
3. Since there is no response from the user for more than 48 hours, these tickets are being closed",L1
December,Wheeltek,UP,Web Application,Product,Incident,Issue on user login,User reported login issue,Severity 3,"1. User has issues
2. Dhivya checked in SSP and asked the user for more details
3. Since there is no response from the user for more than 48 hours, these tickets are being closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,User cannot upload picture,Severity 3,"1. User has issues
2. Dhivya checked in SSP and asked the user for more details
3. Since there is no response from the user for more than 48 hours, these tickets are being closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,,Severity 3,"1. User has issues
2. Dhivya checked in SSP and asked the user for more details
3. Since there is no response from the user for more than 48 hours, these tickets are being closed",L1
December,Wheeltek,UP,Web Application,Product,Incident,Issue on user login,User reported login issue,Severity 3,"1. User reported login issue
2. Divya checked the details
3. Asked user to login in the production URL",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,,Severity 3,,L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,User facing issues,Severity 3,"1. user facing issues
2. Dhivya checked in SSP and asked for more details
3. Since there is no response for more than 48 hours, this ticket can be closed",L1
December,Wheeltek,LOS,Web Application,Product,Training,Training on the Application ,User facing issues,Severity 4,"1. user facing issues
2. Dhivya checked in SSP and asked for more details
3. Since there is no response for more than 48 hours, this ticket can be closed",L1
December,Wheeltek,UP,Web Application,Product,Request,Request on User modification,User facing issues,Severity 4,"1. user facing issues
2. Dhivya checked in SSP and asked for more details
3. Since there is no response for more than 48 hours, this ticket can be closed",L1
December,Wheeltek,UP,Web Application,Product,Training,Training on the Application ,User facing issues,Severity 4,"1. user facing issues
2. Dhivya checked in SSP and asked for more details
3. Since there is no response for more than 48 hours, this ticket can be closed",L1
December,Wheeltek,UP,Web Application,Product,Training,Training on the Application ,User facing issues,Severity 4,"1. user facing issues
2. Dhivya checked in SSP and asked for more details
3. Since there is no response for more than 48 hours, this ticket can be closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,User facing issues,Severity 3,"1. user facing issues
2. Dhivya checked in SSP and asked for more details
3. Since there is no response for more than 48 hours, this ticket can be closed",L1
December,Wheeltek,LOS,Web Application,Product,Request,Request on User modification,,Severity 4,,L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,,Severity 3,,L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,,Severity 3,"1. User has issues
2. Dhivya checked in SSP and asked the user for more details
3. Since there is no response from the user for more than 48 hours, these tickets are being closed",L1
December,Wheeltek,UP,Web Application,Product,Training,Training on the Application ,,Severity 4,,L1
December,Wheeltek,UP,Web Application,Product,Incident,Issue on user login,User facing login issues,Severity 3,"1. User facing login issues 
2. Dhivya checked in SSP and asked the user to login with production link 
3. Confirmation was given to the user",L1
December,Wheeltek,LOS,Web Application,Product,Request,Request on User modification,,Severity 4,"1. User has issues
2. Dhivya checked in SSP and asked the user for more details
3. Since there is no response from the user for more than 48 hours, these tickets are being closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,,Severity 3,,L1
December,Wheeltek,Fintech - AIDC,Web Application,Product,Request,Request on User modification,User wants to update the branch code of the cashier,Severity 4,"1. User wants to update the branch code of the cashier 
2. Dhivya checked in SSP and updated the branch code of the cashier
3. Confirmation was given to the user",L1
December,Wheeltek,UP,Web Application,Product,Request,Request on User modification,,Severity 4,,L1
December,Wheeltek,Fintech - AIDC,Web Application,Product,Request,Request on User modification,,Severity 4,,L1
December,Wheeltek,UP,Web Application,Product,Incident,Issue on user login,User unable to proceed after license screen,Severity 3,"1. User unable to proceed after license screen
2. Dhivya asked the user to scroll down and click on the blue button
3. Confirmation was given to the user",L1
December,Wheeltek,Fintech - AIDC,Web Application,Product,Training,Training on the Application ,User wants to know if rejected transaction can be viewed back and approved,Severity 4,"1. User wants to know if rejected transaction can be viewed back and approved.
2. Dhivya checked in SSP and informed the user that payment once rejected cannot be approved.
3. Confirmation mail was sent to the user.",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on Dashboard,,Severity 3,,L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,,Severity 3,"1. User has issues
2. Dhivya checked in SSP and asked the user for more details
3. Since there is no response from the user for more than 48 hours, these tickets are being closed",L1
December,MAZDA,IMD,Web Application,Product,Training,Training on the Application ,Social engineering attack ticket,Severity 4,Social engineering attack ticket,L1
December,MAZDA,IMD,Web Application,Product,Training,Training on the Application ,Social engineering attack ticket,Severity 4,Social engineering attack ticket,L1
December,Wheeltek,UP,Web Application,Product,Incident,Issue on user login,,Severity 3,,L1
December,Wheeltek,UP,Web Application,Product,Incident,Issue on Dashboard,,Severity 3,,L1
December,Wheeltek,UP,Web Application,Product,Incident,Issue on user login,User facing login issues,Severity 3,"1. User facing login issues 
2. Dhivya checked in SSP and asked the user to login using production link 
3. Confirmation was given to the user",L1
December,Wheeltek,UP,Web Application,Product,Incident,Issue on user login,Issue on user login,Severity 3,,L1
December,Wheeltek,UP,Web Application,Product,Incident,Issue on user login,User facing login issues,Severity 3,"1. User facing login issues 
2. Dhivya checked in SSP and asked the user to login using production link 
3. Confirmation was given to the user",L1
December,Wheeltek,UP,Web Application,Product,Incident,Issue on user login,,Severity 3,,L1
December,Wheeltek,Denali,Web Application,Product,Incident,Issue on user login,,Severity 3,"1. User has issues
2. Dhivya checked in SSP and asked the user for more details
3. Since there is no response from the user for more than 48 hours, these tickets are being closed",L1
December,Wheeltek,Denali,Web Application,Product,Incident,Issue on user login,,Severity 3,,L1
December,Wheeltek,LOS,Web Application,Product,Request,Request on User modification,,Severity 4,,L1
December,Wheeltek,Denali,Web Application,Product,Incident,Issue on user login,,Severity 3,,L1
December,Wheeltek,LOS,Web Application,Product,Request,Request on User modification,,Severity 4,,L1
December,Wheeltek,UP,Web Application,Product,Incident,Issue on user login,,Severity 3,,L1
December,Wheeltek,Fintech - AIDC,Mobile,Product,Incident,Issue on payment recording,,Severity 3,"1. User facing issue in the payment recording
2. Dhivya checked the SSP and asked the user for more details
3. Since there is no response from the user for more than 48 hours, this ticket can be closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,,Severity 3,"1. User has issues
2. Dhivya checked in SSP and asked the user for more details
3. Since there is no response from the user for more than 48 hours, these tickets are being closed",L1
December,Wheeltek,LOS,Web Application,Product,Request,Request on User modification,User want to add mr. JOHN MARK MARQUEZ as CI of wheeltek Tanza,Severity 4,"1. User want to add mr. JOHN MARK MARQUEZ as CI of wheeltek Tanza
2. Dhivya checked in SSP and raised the issue to L2 team
3. L2 team resolved the issue and confirmation mail was sent to the user",L1
December,Wheeltek,LOS,Web Application,Product,Request,Request on User modification,,Severity 4,,L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,,Severity 3,,L1
December,Wheeltek,LOS,Web Application,Product,Training,Training on the Application ,USER wants FOLLOW UP ON THOSE ALREADY PENDING APPLICATIONS,Severity 4,"1. USER wants FOLLOW UP ON THOSE ALREADY PENDING APPLICATIONS
2. Dhivya informed the user to connect with admin manager for application not moving issue
3. Confirmation was given to the user",L1
December,Wheeltek,LOS,Web Application,Product,Request,Request on User modification,User wants to update the branch,Severity 4,"1. User wants to update the branch 
2. Dhivya checked in SSP and informed the user that the branch has been updated
3. confirmation was given to the user",L1
December,Wheeltek,UP,Web Application,Product,Request,Request on User modification,User wants to update branch for the cashier,Severity 4,"1. User wants to update branch for the cashier 
2. Dhivya checked in SSP and updated the branch of the cashier
3. Confirmation was given to the cashier when he had come with same issue on another ticket",L1
December,Wheeltek,LOS,Web Application,Product,Training,Training on the Application ,,Severity 4,"1. User has issues
2. Dhivya checked in SSP and asked the user for more details
3. Since there is no response from the user for more than 48 hours, these tickets are being closed",L1
December,Wheeltek,Fintech - AIDC,Web Application,Product,Incident,Issue on payment recording,,Severity 3,"1. User has issues
2. Dhivya checked in SSP and asked the user for more details
3. Since there is no response from the user for more than 48 hours, these tickets are being closed",L1
December,Wheeltek,Fintech - AIDC,Web Application,Product,Incident,Issue on payment recording,,Severity 3,"1. User has issues
2. Dhivya checked in SSP and asked the user for more details
3. Since there is no response from the user for more than 48 hours, these tickets are being closed",L1
December,Wheeltek,Fintech - AIDC,Web Application,Product,Incident,Issue on payment recording,,Severity 3,,L1
December,Wheeltek,UP,Web Application,Product,Incident,Issue on user login,,Severity 3,,L1
December,Wheeltek,UP,Web Application,Product,Request,Request on User modification,User wants to update branch,Severity 4,"1. User wants to update branch
2. Divya checked and asked for more details
3. Since there is no response from the user for more than 48 hours, this ticket can be closed",L1
December,Wheeltek,LOS,Web Application,Product,Request,Request on User modification,User wants to update branch,Severity 4,"1. User unable to upload valid ID of comaker
2. Divya checked the details and asked for more information
3. Since there is no response from the user for more than 48 hours, this ticket can be closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on user login,User getting invalid credentials as error while try to login,Severity 3,"1. User getting invalid credentials as error while try to login
2. Divya checked the details 
3. Asked user to login with the default password and user logged in",L1
December,Wheeltek,Fintech - AIDC,Web Application,Product,Incident,Issue on payment recording,User having issue with the payment,Severity 3,"1. User facing issue in the payment recording
2. Dhivya checked the SSP and asked the user for more details
3. Since there is no response from the user for more than 48 hours, this ticket can be closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,Customer wants to apply for application who is above 60 years old,Severity 3,"1. Customer wants to apply for application who is above 60 years old
2.  Divya checked the details
3. Informed user that customer above 60 years cannot apply for a loan",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,Post submitting the application details are lost,Severity 3,,L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,Details are lost post submitting the application,Severity 3,,L1
December,Wheeltek,LOS,Web Application,Product,Request,Request on User modification,User wants to assign BK and CI,Severity 4,,L1
December,Wheeltek,LOS,Web Application,Product,Request,Request on User modification,User wants to reassign application to another BK,Severity 4,,L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,User cannot attach the id of spouse and co maker,Severity 3,,L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,User wants to assign application to Bk,Severity 3,"1. User facing issue on the application
2. Dhivya checked in SSP and asked the user for more details 
3. Since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,User having issue in uploading supporting documents,Severity 3,"1. User facing issue on the application
2. Dhivya checked in SSP and asked the user for more details 
3. Since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,User having issue in LOS,Severity 3,"1. User facing issue on the application
2. Dhivya checked in SSP and asked the user for more details 
3. Since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,User cannot upload picture,Severity 3,,L1
December,Wheeltek,LOS,Web Application,Product,Request,Request on User modification,User wants the BK access,Severity 4,"1. User wants the BK access
2. Divya checked the details and asked user for more info
3. Since there is no response from user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on user login,User reported login issue of a new cashier,Severity 3,"1. User facing issues on login 
2. Dhivya checked in SSP and asked the user for more details
3. Since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,User not getting  applications from assigned branch,Severity 3,"1. User not getting  applications from assigned branch
2. Divya checked and asked for more details
3. Since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,,Severity 3,,L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,,Severity 3,"1. User having issues in the application
2. Dhivya checked in SSP and asked the user for more details.
3. Since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,,Severity 3,,L1
December,Wheeltek,LOS,Web Application,Product,Request,Request for user registration,User requested fir new user creation,Severity 4,"1. User requested fir new user creation
2. Dhivya checked in SSP and raised the request to the L2 team
3. L2 team created the new bookkeeper and confirmation mail was sent to the user",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,,Severity 3,"1. User having issues in the application
2. Dhivya checked in SSP and asked the user for more details.
3. Since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,LOS,Web Application,Product,Request,Request for user registration,,Severity 4,,L1
December,Wheeltek,LOS,Web Application,Product,Training,Training on the Application ,User having some issue,Severity 4,"1. User having some issue
2. Dhivya checked in SSP and asked the user for more details
3. Since there is no response from the user for more than 48 hours, this ticket can be closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on user login,User reported login issue of another user,Severity 3,"1. User reported login issue of another user
2. Dhivya checked in SSP and asked why the user is trying to login into other user's account
3. mail was sent to the user asking the  concerned user to raise the issue with the error screenshot",L1
December,Wheeltek,Fintech - AIDC,Web Application,Product,Request,Request for user registration,,Severity 4,,L1
December,Wheeltek,Fintech - AIDC,Web Application,Product,Request,Request for user registration,User wants to set up a cashier account,Severity 4,"1. User wants to set up a cashier account 
2. Dhivya checked in SSP and created a new cashier account
3. Confirmation was given to the user",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,,Severity 3,,L1
December,Wheeltek,LOS,Web Application,Product,Request,Request on User modification,,Severity 4,,L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,User having issue with application,Severity 3,"1. User having issues in the application
2. Dhivya checked in SSP and asked the user for more details.
3. Since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,,Severity 3,,L1
December,Wheeltek,LOS,Web Application,Product,Request,Request on User modification,,Severity 4,,L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,,Severity 3,"1. User having issues in the application
2. Dhivya checked in SSP and asked the user for more details.
3. Since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,,Severity 3,"1. User having issues in the application
2. Dhivya checked in SSP and asked the user for more details.
3. Since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,,Severity 3,"1. User having issues in the application
2. Dhivya checked in SSP and asked the user for more details.
3. Since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,UP,Web Application,Product,Incident,Issue on user login,User facing issue on logging in,Severity 3,"1. User facing issue on logging in
2. Dhivya checked in SSP and asked the user for more details
3. Since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,,Severity 3,,L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on Dashboard,,Severity 3,,L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,,Severity 3,"1. User having issues in the application
2. Dhivya checked in SSP and asked the user for more details.
3. Since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,,Severity 3,"1. User having issues in the application
2. Dhivya checked in SSP and asked the user for more details.
3. Since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,Fintech - AIDC,Web Application,Product,Incident,Issue on payment recording,User having issue on Ec pay,Severity 3,"1. User having issue on Ec pay
2. Dhivya checked in SSP and asked the user for more details
3. Since no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,,Severity 3,"1. User having issues in the application
2. Dhivya checked in SSP and asked the user for more details.
3. Since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,User having issue in LOS,Severity 3,"1. User having issues in the application
2. Dhivya checked in SSP and asked the user for more details.
3. Since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,,Severity 3,,L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,User having issue in applying application for a 74 year old customer,Severity 3,"1. User having issue in applying application for a 74 year old customer
2. Divya checked the details
3. Confirmed the user that the customer cannot apply for a loan since age is above 60",L1
December,Wheeltek,LOS,Web Application,Product,Request,Request on User modification,User want the access of BM,Severity 4,,L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,User having issue in approving application,Severity 3,"1. User having issues in the application
2. Dhivya checked in SSP and asked the user for more details.
3. Since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on Dashboard,,Severity 3,"1. User facing issue on the dashboard
2. Dhivya checked in SSP and asked the user for more details 
3. Since there is no response from the user for more than 48 hours, this ticket can be closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on user login,,Severity 3,,L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on user login,,Severity 3,,L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,,Severity 3,,L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,,Severity 3,"1. User having issue in the application
2. Dhivya checked in SSP and asked the user for more details
3. Since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on Dashboard,,Severity 3,,L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on Dashboard,,Severity 3,,L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,,Severity 3,,L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,,Severity 3,"1. User facing issue on the application
2. Dhivya checked in SSP and asked the user for more details 
3. Since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,,Severity 3,"1. User facing issue on the application
2. Dhivya checked in SSP and asked the user for more details 
3. Since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on Dashboard,,Severity 3,"1. User facing issue on the dashboard
2. Dhivya checked in SSP and asked the user for more details 
3. Since there is no response from the user for more than 48 hours, this ticket can be closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,,Severity 3,"1. User facing issue on the application
2. Dhivya checked in SSP and asked the user for more details 
3. Since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,,Severity 3,"1. User facing issue on the application
2. Dhivya checked in SSP and asked the user for more details 
3. Since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,Fintech - AIDC,Web Application,Product,Incident,Issue on Dashboard,User getting error while approving transaction,Severity 3,,L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on Dashboard,,Severity 3,"1. User facing issue on the dashboard
2. Dhivya checked in SSP and asked the user for more details 
3. Since there is no response from the user for more than 48 hours, this ticket can be closed",L1
December,Wheeltek,Fintech - AIDC,Web Application,Product,Incident,Issue on Dashboard,User getting error while approving transaction,Severity 3,,L1
December,Wheeltek,Fintech - AIDC,Web Application,Product,Incident,Issue on payment recording,,Severity 3,"1. User facing issue in the payment recording
2. Dhivya checked the SSP and asked the user for more details
3. Since there is no response from the user for more than 48 hours, this ticket can be closed",L1
December,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,,Severity 3,"1. User facing issue on the application
2. Dhivya checked in SSP and asked the user for more details 
3. Since there is no response from the user for more than 48 hours, this ticket is being closed",L1
December,Wheeltek,Fintech - AIDC,Web Application,Product,Incident,Issue on payment recording,,Severity 3,,L1
December,Wheeltek,Fintech - AIDC,Web Application,Product,Incident,Issue on payment recording,,Severity 3,"1. User facing issue in the payment recording
2. Dhivya checked the SSP and asked the user for more details
3. Since there is no response from the user for more than 48 hours, this ticket can be closed",L1
December,Wheeltek,UP,Web Application,Product,Incident,Issue on Dashboard,User getting auto logged out,Severity 3,,L1
